DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
3385.2,0.275,2.58,91.706,2.491,6.495,8.602
3385.3,0.272,2.578,91.521,2.531,6.495,8.625
3385.4,0.272,2.576,89.638,2.499,6.543,8.578
3385.5,0.268,2.575,88.428,2.451,6.633,8.578
3385.6,0.264,2.577,87.348,2.489,6.737,8.578
3385.7,0.257,2.582,85.073,2.467,6.826,8.609
3385.8,0.255,2.587,85.749,2.522,6.864,8.578
3385.9,0.249,2.597,84.833,2.48,6.834,8.601
3386.0,0.251,2.613,87.249,2.515,6.746,8.578
3386.1,0.25,2.632,85.887,2.621,6.64,8.625
3386.2,0.253,2.638,85.249,2.601,6.58,8.625
3386.3,0.254,2.627,86.345,2.654,6.61,8.625
3386.4,0.254,2.608,86.304,2.653,6.718,8.625
3386.5,0.257,2.596,85.614,2.697,6.845,8.625
3386.6,0.246,2.597,82.875,2.734,6.937,8.601
3386.7,0.258,2.605,82.296,2.756,6.956,8.578
3386.8,0.257,2.616,84.057,2.617,6.912,8.578
3386.9,0.254,2.623,81.784,2.475,6.864,8.578
3387.0,0.255,2.624,82.288,2.476,6.868,8.578
3387.1,0.259,2.62,85.207,2.612,6.919,8.578
3387.2,0.266,2.62,84.567,2.716,6.971,8.609
3387.3,0.268,2.629,86.817,2.664,6.992,8.609
3387.4,0.269,2.64,88.204,2.521,7.006,8.625
3387.5,0.269,2.642,86.625,2.618,7.056,8.625
3387.6,0.271,2.634,84.183,2.022,7.137,8.625
3387.7,0.273,2.623,84.679,1.288,7.198,8.625
3387.8,0.272,2.617,84.791,1.304,7.172,8.625
3387.9,0.27,2.615,85.813,1.713,7.061,8.625
3388.0,0.271,2.611,86.931,1.771,6.93,8.594
3388.1,0.275,2.602,89.118,1.733,6.839,8.609
3388.2,0.281,2.594,88.905,1.654,6.779,8.609
3388.3,0.291,2.589,88.134,1.526,6.731,8.625
3388.4,0.298,2.587,89.279,1.694,6.69,8.625
3388.5,0.299,2.587,89.327,2.284,6.66,8.625
3388.6,0.299,2.594,93.079,2.439,6.633,8.578
3388.7,0.294,2.604,94.537,2.61,6.6,8.578
3388.8,0.289,2.606,95.883,2.517,6.553,8.578
3388.9,0.285,2.592,93.357,2.425,6.488,8.578
3389.0,0.281,2.569,94.003,2.459,6.415,8.578
3389.1,0.274,2.55,96.131,2.485,6.345,8.578
3389.2,0.269,2.541,98.341,2.538,6.289,8.625
3389.3,0.266,2.54,98.232,2.532,6.253,8.625
3389.4,0.265,2.541,95.852,2.569,6.259,8.625
3389.5,0.267,2.54,96.17,2.504,6.297,8.625
3389.6,0.273,2.539,96.442,2.471,6.343,8.601
3389.7,0.277,2.54,97.137,2.435,6.374,8.578
3389.8,0.278,2.542,97.311,2.438,6.375,8.578
3389.9,0.272,2.546,97.922,2.444,6.377,8.625
3390.0,0.268,2.554,100.015,2.402,6.461,8.625
3390.1,0.265,2.568,100.563,2.363,6.687,8.625
3390.2,0.266,2.583,102.725,2.305,7.01,8.625
3390.3,0.27,2.595,106.013,2.295,7.289,8.625
3390.4,0.273,2.6,103.825,2.229,7.419,8.625
3390.5,0.274,2.599,98.562,2.246,7.389,8.625
3390.6,0.274,2.594,96.602,2.278,7.249,8.625
3390.7,0.272,2.587,93.378,2.259,7.061,8.625
3390.8,0.268,2.579,89.806,2.256,6.876,8.625
3390.9,0.264,2.571,88.269,2.223,6.725,8.625
3391.0,0.262,2.563,84.444,2.222,6.643,8.625
3391.1,0.264,2.555,81.802,2.254,6.629,8.625
3391.2,0.269,2.549,84.003,2.117,6.642,8.625
3391.3,0.276,2.547,80.88,2.056,6.64,8.625
3391.4,0.281,2.55,76.636,2.092,6.62,8.672
3391.5,0.282,2.555,73.339,2.13,6.607,8.625
3391.6,0.277,2.557,73.387,2.047,6.619,8.625
3391.7,0.27,2.557,74.227,1.966,6.638,8.625
3391.8,0.267,2.557,72.684,2.019,6.651,8.625
3391.9,0.262,2.558,70.0,1.995,6.672,8.594
3392.0,0.263,2.56,70.533,2.019,6.752,8.625
3392.1,0.266,2.561,69.374,2.035,6.918,8.625
3392.2,0.27,2.561,68.606,2.031,7.087,8.625
3392.3,0.272,2.561,68.297,1.977,7.104,8.625
3392.4,0.272,2.564,70.268,1.895,6.894,8.601
3392.5,0.269,2.567,69.815,1.989,6.576,8.442
3392.6,0.264,2.569,69.299,2.001,6.34,8.375
3392.7,0.264,2.569,69.657,1.987,6.291,8.437
3392.8,0.271,2.564,71.84,1.965,6.409,8.376
3392.9,0.278,2.558,73.584,1.891,6.616,8.501
3393.0,0.276,2.551,71.627,1.924,6.841,8.625
3393.1,0.282,2.544,71.857,1.946,7.019,8.625
3393.2,0.29,2.538,71.341,1.928,7.093,8.625
3393.3,0.298,2.535,69.85,1.955,7.028,8.625
3393.4,0.304,2.537,68.881,2.032,6.85,8.578
3393.5,0.304,2.545,68.288,2.042,6.636,8.5
3393.6,0.295,2.556,66.126,2.037,6.496,8.468
3393.7,0.293,2.565,66.716,2.032,6.582,8.375
3393.8,0.29,2.575,67.303,2.027,6.667,8.469
3393.9,0.294,2.585,66.757,1.996,6.857,8.5
3394.0,0.299,2.596,67.29,1.824,6.959,8.578
3394.1,0.303,2.603,68.123,1.739,6.947,8.469
3394.2,0.307,2.598,68.187,1.817,6.855,8.469
3394.3,0.307,2.578,68.796,1.875,6.711,8.5
3394.4,0.31,2.554,69.219,1.92,6.494,8.547
3394.5,0.308,2.534,67.315,1.951,6.207,8.5
3394.6,0.306,2.525,67.957,1.89,5.931,8.469
3394.7,0.304,2.525,66.719,1.89,5.782,8.422
3394.8,0.301,2.527,63.95,1.88,5.831,8.407
3394.9,0.298,2.529,63.173,1.864,6.048,8.484
3395.0,0.295,2.528,62.236,1.899,6.308,8.5
3395.1,0.291,2.525,60.917,1.932,6.489,8.524
3395.2,0.293,2.522,61.716,2.001,6.544,8.547
3395.3,0.293,2.517,60.755,1.955,6.525,8.563
3395.4,0.292,2.512,59.392,1.958,6.509,8.578
3395.5,0.285,2.509,58.371,2.025,6.516,8.578
3395.6,0.272,2.512,57.218,2.041,6.517,8.625
3395.7,0.266,2.521,57.079,2.038,6.498,8.546
3395.8,0.26,2.533,55.914,2.036,6.508,8.469
3395.9,0.251,2.542,54.103,2.09,6.587,8.526
3396.0,0.234,2.546,53.021,2.075,6.73,8.609
3396.1,0.225,2.546,53.269,2.091,6.863,8.625
3396.2,0.217,2.543,53.531,2.067,6.87,8.625
3396.3,0.211,2.54,51.674,2.081,6.66,8.625
3396.4,0.215,2.536,51.901,2.086,6.287,8.572
3396.5,0.213,2.534,50.888,2.109,5.919,8.468
3396.6,0.213,2.535,50.181,2.127,5.727,8.391
3396.7,0.214,2.538,50.446,2.121,5.761,8.454
3396.8,0.212,2.542,50.574,2.134,5.959,8.578
3396.9,0.211,2.544,51.078,2.092,6.227,8.602
3397.0,0.211,2.545,51.127,2.081,6.469,8.625
3397.1,0.209,2.548,50.817,2.073,6.647,8.625
3397.2,0.205,2.555,49.944,2.105,6.761,8.625
3397.3,0.203,2.567,50.208,2.12,6.822,8.625
3397.4,0.203,2.58,49.151,2.132,6.84,8.625
3397.5,0.204,2.591,48.983,2.128,6.819,8.625
3397.6,0.208,2.598,49.161,2.102,6.786,8.625
3397.7,0.214,2.599,46.294,2.089,6.79,8.625
3397.8,0.22,2.597,45.218,2.096,6.865,8.625
3397.9,0.229,2.591,45.697,2.116,6.997,8.578
3398.0,0.23,2.587,45.114,2.128,7.143,8.625
3398.1,0.233,2.586,46.22,2.163,7.266,8.625
3398.2,0.238,2.589,48.954,2.202,7.292,8.625
3398.3,0.241,2.591,50.716,2.213,7.161,8.625
3398.4,0.239,2.59,51.775,2.255,6.888,8.624
3398.5,0.239,2.584,50.294,2.227,6.564,8.484
3398.6,0.23,2.574,50.662,2.177,6.349,8.469
3398.7,0.225,2.563,49.942,2.105,6.328,8.48
3398.8,0.218,2.55,48.621,2.049,6.481,8.584
3398.9,0.222,2.538,47.548,2.039,6.687,8.625
3399.0,0.226,2.529,48.148,1.978,6.836,8.625
3399.1,0.227,2.528,49.434,1.974,6.907,8.625
3399.2,0.228,2.536,48.535,1.958,6.953,8.578
3399.3,0.224,2.551,48.507,1.931,7.007,8.578
3399.4,0.218,2.564,47.814,1.967,7.027,8.594
3399.5,0.215,2.569,48.047,1.96,6.939,8.625
3399.6,0.212,2.565,50.664,1.937,6.751,8.625
3399.7,0.208,2.554,52.898,1.935,6.543,8.625
3399.8,0.205,2.541,52.14,1.926,6.402,8.625
3399.9,0.204,2.529,50.449,1.962,6.325,8.625
3400.0,0.203,2.52,51.925,2.009,6.274,8.625
3400.1,0.201,2.515,50.383,2.046,6.188,8.625
3400.2,0.195,2.514,47.698,2.052,6.039,8.671
3400.3,0.202,2.514,46.504,2.063,5.847,8.583
3400.4,0.198,2.513,44.334,2.094,5.694,8.5
3400.5,0.194,2.512,42.467,2.108,5.681,8.5
3400.6,0.191,2.511,42.783,2.159,5.828,8.5
3400.7,0.189,2.512,43.606,2.197,6.074,8.501
3400.8,0.181,2.515,42.587,2.267,6.331,8.602
3400.9,0.182,2.521,42.318,2.326,6.494,8.625
3401.0,0.184,2.527,40.707,2.381,6.538,8.625
3401.1,0.186,2.533,40.935,2.351,6.491,8.625
3401.2,0.185,2.535,41.05,2.428,6.423,8.625
3401.3,0.183,2.533,39.939,2.436,6.378,8.625
3401.4,0.181,2.529,39.245,2.533,6.347,8.625
3401.5,0.182,2.526,38.443,2.623,6.296,8.625
3401.6,0.185,2.527,37.723,2.631,6.221,8.625
3401.7,0.193,2.532,38.128,2.764,6.17,8.578
3401.8,0.199,2.538,37.886,2.87,6.218,8.557
3401.9,0.2,2.546,37.053,3.009,6.389,8.594
3402.0,0.204,2.555,35.893,2.864,6.641,8.656
3402.1,0.212,2.57,36.685,2.649,6.898,8.625
3402.2,0.218,2.591,37.169,2.698,7.125,8.602
3402.3,0.214,2.614,35.612,2.768,7.295,8.625
3402.4,0.21,2.631,31.88,2.808,7.378,8.625
3402.5,0.21,2.635,31.765,2.848,7.309,8.578
3402.6,0.213,2.624,29.173,3.044,7.071,8.531
3402.7,0.211,2.599,31.428,3.361,6.724,8.448
3402.8,0.208,2.569,31.297,3.449,6.399,8.469
3402.9,0.204,2.54,31.864,3.672,6.169,8.489
3403.0,0.202,2.517,33.934,3.634,6.045,8.469
3403.1,0.204,2.5,34.755,3.422,5.991,8.523
3403.2,0.207,2.489,34.053,3.299,6.024,8.5
3403.3,0.208,2.48,34.335,3.376,6.158,8.547
3403.4,0.212,2.477,35.846,3.39,6.352,8.547
3403.5,0.216,2.481,36.505,3.404,6.509,8.558
3403.6,0.217,2.489,36.179,3.428,6.581,8.609
3403.7,0.221,2.495,34.584,3.461,6.587,8.578
3403.8,0.217,2.494,34.963,3.477,6.586,8.649
3403.9,0.221,2.487,35.81,3.459,6.604,8.672
3404.0,0.23,2.478,35.109,3.351,6.643,8.625
3404.1,0.234,2.472,34.705,3.148,6.696,8.656
3404.2,0.243,2.471,34.507,2.917,6.759,8.625
3404.3,0.249,2.474,35.258,2.634,6.82,8.625
3404.4,0.253,2.478,35.768,2.576,6.871,8.625
3404.5,0.26,2.482,35.707,2.577,6.925,8.568
3404.6,0.26,2.484,34.868,2.576,6.97,8.568
3404.7,0.258,2.484,36.568,2.589,6.968,8.625
3404.8,0.259,2.481,36.537,2.523,6.88,8.625
3404.9,0.26,2.477,36.872,2.455,6.722,8.625
3405.0,0.262,2.47,37.122,2.466,6.547,8.625
3405.1,0.264,2.463,36.572,2.466,6.398,8.625
3405.2,0.263,2.457,39.583,2.516,6.273,8.625
3405.3,0.26,2.451,37.802,2.584,6.167,8.625
3405.4,0.253,2.445,34.821,2.665,6.08,8.625
3405.5,0.245,2.44,33.795,2.829,6.032,8.625
3405.6,0.242,2.438,34.61,2.92,6.035,8.594
3405.7,0.24,2.441,35.102,2.945,6.087,8.578
3405.8,0.242,2.449,36.21,3.059,6.149,8.578
3405.9,0.245,2.46,36.007,3.15,6.173,8.578
3406.0,0.245,2.467,32.884,3.215,6.146,8.578
3406.1,0.244,2.467,31.9,3.702,6.122,8.578
3406.2,0.244,2.462,32.075,3.922,6.128,8.578
3406.3,0.246,2.458,32.056,3.811,6.138,8.547
3406.4,0.254,2.458,32.398,3.815,6.129,8.541
3406.5,0.257,2.46,31.98,3.784,6.144,8.469
3406.6,0.257,2.463,31.438,3.753,6.232,8.469
3406.7,0.256,2.466,31.143,3.661,6.378,8.469
3406.8,0.255,2.47,31.603,3.481,6.487,8.469
3406.9,0.253,2.476,30.944,3.42,6.476,8.5
3407.0,0.248,2.481,30.654,3.307,6.347,8.479
3407.1,0.239,2.484,30.513,3.538,6.193,8.5
3407.2,0.231,2.481,29.34,3.217,6.12,8.5
3407.3,0.221,2.475,30.497,3.271,6.196,8.547
3407.4,0.219,2.47,30.695,3.218,6.406,8.578
3407.5,0.22,2.474,29.406,3.171,6.653,8.578
3407.6,0.226,2.491,28.498,3.223,6.829,8.547
3407.7,0.229,2.516,27.677,3.232,6.891,8.547
3407.8,0.233,2.538,26.935,3.141,6.846,8.5
3407.9,0.231,2.546,26.291,3.185,6.719,8.573
3408.0,0.229,2.539,27.579,3.234,6.536,8.625
3408.1,0.22,2.521,28.059,3.374,6.323,8.672
3408.2,0.213,2.499,29.949,3.549,6.095,8.625
3408.3,0.207,2.48,30.934,3.605,5.861,8.578
3408.4,0.197,2.465,30.869,3.793,5.634,8.625
3408.5,0.199,2.454,30.599,3.996,5.413,8.531
3408.6,0.195,2.444,30.666,4.108,5.209,8.5
3408.7,0.19,2.437,29.975,4.171,5.041,8.469
3408.8,0.185,2.435,30.004,4.275,4.922,8.469
3408.9,0.18,2.435,29.121,4.966,4.866,8.438
3409.0,0.176,2.437,29.997,5.138,4.88,8.484
3409.1,0.172,2.443,31.48,5.166,4.966,8.396
3409.2,0.171,2.451,29.691,5.294,5.103,8.469
3409.3,0.171,2.461,29.773,5.387,5.261,8.469
3409.4,0.171,2.471,28.946,5.508,5.439,8.438
3409.5,0.169,2.478,28.368,5.637,5.641,8.469
3409.6,0.166,2.486,28.756,5.881,5.834,8.49
3409.7,0.158,2.495,27.245,5.933,5.954,8.547
3409.8,0.157,2.506,26.198,5.98,5.962,8.547
3409.9,0.153,2.516,26.666,5.958,5.895,8.484
3410.0,0.153,2.525,26.726,5.925,5.866,8.5
3410.1,0.151,2.533,26.39,5.942,5.963,8.547
3410.2,0.158,2.541,25.397,5.923,6.162,8.531
3410.3,0.158,2.546,25.87,6.051,6.384,8.532
3410.4,0.155,2.548,26.432,6.163,6.534,8.625
3410.5,0.156,2.546,26.005,6.255,6.56,8.625
3410.6,0.151,2.54,26.721,6.32,6.468,8.671
3410.7,0.161,2.533,27.758,6.384,6.318,8.536
3410.8,0.161,2.526,28.73,6.38,6.201,8.5
3410.9,0.162,2.525,28.843,6.446,6.18,8.469
3411.0,0.159,2.529,26.425,6.453,6.241,8.516
3411.1,0.154,2.533,27.826,6.405,6.31,8.568
3411.2,0.15,2.536,27.668,6.136,6.324,8.578
3411.3,0.147,2.537,27.355,6.125,6.299,8.578
3411.4,0.149,2.537,27.414,5.896,6.308,8.568
3411.5,0.149,2.538,28.583,5.994,6.39,8.568
3411.6,0.151,2.542,28.305,5.843,6.513,8.579
3411.7,0.145,2.546,27.065,5.54,6.59,8.672
3411.8,0.143,2.55,26.707,5.169,6.565,8.641
3411.9,0.142,2.551,26.525,4.902,6.467,8.648
3412.0,0.135,2.553,26.348,4.939,6.388,8.656
3412.1,0.133,2.555,27.624,5.04,6.384,8.625
3412.2,0.127,2.557,26.939,5.162,6.435,8.672
3412.3,0.123,2.556,27.35,5.051,6.481,8.682
3412.4,0.123,2.553,28.821,5.43,6.479,8.682
3412.5,0.125,2.552,28.582,6.082,6.439,8.624
3412.6,0.132,2.557,29.875,6.366,6.388,8.5
3412.7,0.128,2.569,30.754,6.46,6.375,8.547
3412.8,0.125,2.584,29.178,6.803,6.443,8.526
3412.9,0.124,2.596,29.211,7.119,6.594,8.578
3413.0,0.119,2.605,28.424,7.348,6.8,8.609
3413.1,0.115,2.615,28.34,7.461,7.002,8.625
3413.2,0.11,2.628,29.139,7.428,7.142,8.625
3413.3,0.104,2.642,29.703,7.326,7.212,8.625
3413.4,0.101,2.655,29.938,6.992,7.254,8.602
3413.5,0.094,2.666,28.596,6.991,7.32,8.609
3413.6,0.091,2.673,29.673,6.93,7.41,8.625
3413.7,0.088,2.68,28.23,7.486,7.471,8.625
3413.8,0.088,2.685,28.144,7.845,7.455,8.609
3413.9,0.088,2.69,29.725,8.042,7.359,8.578
3414.0,0.087,2.693,29.308,7.857,7.229,8.625
3414.1,0.091,2.695,29.573,7.396,7.128,8.625
3414.2,0.097,2.695,30.231,7.017,7.095,8.625
3414.3,0.103,2.693,31.23,6.69,7.117,8.625
3414.4,0.11,2.688,33.664,6.745,7.156,8.625
3414.5,0.121,2.679,35.526,6.533,7.142,8.578
3414.6,0.126,2.668,37.049,6.501,7.045,8.625
3414.7,0.138,2.655,40.155,6.239,6.887,8.625
3414.8,0.146,2.639,47.528,6.433,6.734,8.594
3414.9,0.161,2.622,56.322,6.352,6.65,8.625
3415.0,0.179,2.608,62.001,5.695,6.657,8.625
3415.1,0.198,2.598,63.576,4.643,6.729,8.625
3415.2,0.215,2.594,67.433,4.123,6.823,8.625
3415.3,0.232,2.592,71.972,3.852,6.918,8.625
3415.4,0.247,2.59,76.554,3.68,7.016,8.625
3415.5,0.259,2.588,77.973,3.375,7.13,8.625
3415.6,0.269,2.588,80.204,3.123,7.268,8.625
3415.7,0.276,2.592,82.028,3.068,7.404,8.578
3415.8,0.282,2.602,84.901,2.882,7.505,8.609
3415.9,0.284,2.616,87.166,2.72,7.559,8.578
3416.0,0.283,2.632,86.848,2.507,7.583,8.625
3416.1,0.286,2.645,87.257,2.427,7.593,8.578
3416.2,0.284,2.65,87.445,2.432,7.576,8.578
3416.3,0.28,2.647,83.367,2.432,7.512,8.578
3416.4,0.275,2.641,81.686,2.44,7.389,8.609
3416.5,0.278,2.635,80.949,2.427,7.218,8.578
3416.6,0.278,2.63,82.159,2.443,7.043,8.578
3416.7,0.277,2.625,84.879,2.438,6.902,8.578
3416.8,0.271,2.62,86.097,2.462,6.799,8.625
3416.9,0.269,2.615,85.011,2.501,6.73,8.625
3417.0,0.267,2.611,85.481,2.51,6.69,8.625
3417.1,0.267,2.606,88.465,2.518,6.665,8.625
3417.2,0.27,2.6,91.061,2.525,6.652,8.625
3417.3,0.274,2.593,92.494,2.584,6.65,8.625
3417.4,0.278,2.588,93.857,2.669,6.631,8.625
3417.5,0.279,2.587,90.635,2.71,6.592,8.625
3417.6,0.277,2.586,85.95,2.743,6.567,8.625
3417.7,0.276,2.586,85.84,2.747,6.6,8.625
3417.8,0.269,2.586,85.636,2.75,6.69,8.594
3417.9,0.267,2.584,86.13,2.747,6.756,8.625
3418.0,0.266,2.58,87.692,2.801,6.737,8.625
3418.1,0.271,2.572,88.325,2.829,6.644,8.578
3418.2,0.27,2.564,90.346,2.859,6.546,8.625
3418.3,0.271,2.559,89.789,2.9,6.513,8.625
3418.4,0.269,2.556,85.829,2.891,6.535,8.625
3418.5,0.267,2.556,85.514,2.893,6.564,8.625
3418.6,0.267,2.555,85.548,2.852,6.566,8.625
3418.7,0.27,2.554,84.727,2.862,6.544,8.625
3418.8,0.272,2.553,86.73,2.858,6.512,8.625
3418.9,0.271,2.553,88.732,2.796,6.47,8.625
3419.0,0.267,2.555,90.611,2.79,6.421,8.625
3419.1,0.264,2.558,91.731,2.732,6.384,8.625
3419.2,0.263,2.561,91.847,2.751,6.364,8.578
3419.3,0.259,2.562,91.422,2.746,6.341,8.578
3419.4,0.255,2.562,88.89,2.777,6.294,8.578
3419.5,0.251,2.561,87.557,2.738,6.247,8.625
3419.6,0.253,2.559,87.938,2.75,6.243,8.625
3419.7,0.256,2.556,88.01,2.728,6.3,8.625
3419.8,0.259,2.554,87.906,2.775,6.38,8.625
3419.9,0.261,2.553,86.964,2.768,6.439,8.625
3420.0,0.263,2.554,84.076,2.746,6.451,8.625
3420.1,0.265,2.554,84.724,2.728,6.443,8.625
3420.2,0.266,2.554,86.818,2.712,6.438,8.625
3420.3,0.269,2.555,86.876,2.686,6.438,8.609
3420.4,0.27,2.557,91.312,2.656,6.419,8.578
3420.5,0.271,2.558,93.986,2.671,6.387,8.625
3420.6,0.276,2.555,93.28,2.636,6.368,8.625
3420.7,0.28,2.547,89.901,2.597,6.363,8.625
3420.8,0.28,2.539,88.166,2.602,6.342,8.625
3420.9,0.278,2.535,86.397,2.591,6.304,8.625
3421.0,0.279,2.532,85.826,2.579,6.295,8.625
3421.1,0.28,2.531,84.294,2.583,6.336,8.625
3421.2,0.28,2.532,84.109,2.556,6.395,8.625
3421.3,0.277,2.534,87.473,2.556,6.43,8.625
3421.4,0.273,2.534,88.665,2.553,6.424,8.625
3421.5,0.272,2.533,88.496,2.471,6.397,8.625
3421.6,0.274,2.53,86.89,2.503,6.365,8.625
3421.7,0.279,2.526,85.264,2.522,6.34,8.625
3421.8,0.283,2.522,87.639,2.487,6.335,8.625
3421.9,0.285,2.519,85.32,2.441,6.339,8.625
3422.0,0.282,2.519,88.105,2.464,6.332,8.625
3422.1,0.277,2.52,88.013,2.448,6.302,8.625
3422.2,0.276,2.519,88.376,2.437,6.267,8.625
3422.3,0.281,2.516,89.634,2.382,6.254,8.625
3422.4,0.286,2.51,89.245,2.401,6.257,8.625
3422.5,0.286,2.504,86.624,2.433,6.254,8.625
3422.6,0.279,2.504,86.895,2.43,6.242,8.625
3422.7,0.271,2.509,86.112,2.418,6.22,8.625
3422.8,0.27,2.519,85.802,2.429,6.195,8.625
3422.9,0.275,2.526,87.554,2.424,6.175,8.625
3423.0,0.281,2.529,85.956,2.451,6.184,8.625
3423.1,0.282,2.527,86.094,2.477,6.238,8.625
3423.2,0.282,2.522,85.475,2.421,6.331,8.625
3423.3,0.285,2.519,85.822,2.408,6.424,8.625
3423.4,0.29,2.52,86.662,2.407,6.481,8.625
3423.5,0.294,2.532,89.737,2.421,6.477,8.625
3423.6,0.292,2.551,91.986,2.436,6.435,8.625
3423.7,0.287,2.569,91.677,2.439,6.378,8.625
3423.8,0.283,2.578,91.097,2.477,6.326,8.625
3423.9,0.28,2.575,92.11,2.473,6.276,8.625
3424.0,0.274,2.561,90.141,2.444,6.233,8.625
3424.1,0.267,2.545,88.153,2.446,6.209,8.625
3424.2,0.263,2.533,86.909,2.438,6.208,8.625
3424.3,0.264,2.527,86.505,2.438,6.227,8.625
3424.4,0.27,2.524,86.195,2.413,6.271,8.625
3424.5,0.279,2.522,85.905,2.328,6.343,8.578
3424.6,0.28,2.524,85.625,2.312,6.417,8.625
3424.7,0.283,2.532,86.611,2.312,6.451,8.578
3424.8,0.28,2.543,85.169,2.371,6.428,8.625
3424.9,0.279,2.551,84.272,2.333,6.375,8.625
3425.0,0.28,2.551,85.166,2.291,6.327,8.625
3425.1,0.28,2.55,86.459,2.28,6.312,8.625
3425.2,0.279,2.554,87.511,2.3,6.352,8.625
3425.3,0.274,2.562,86.009,2.297,6.449,8.625
3425.4,0.268,2.571,86.201,2.317,6.572,8.625
3425.5,0.268,2.574,86.465,2.291,6.671,8.578
3425.6,0.265,2.569,86.007,2.286,6.713,8.625
3425.7,0.271,2.559,84.819,2.242,6.698,8.578
3425.8,0.272,2.55,86.714,2.272,6.658,8.578
3425.9,0.268,2.547,87.881,2.272,6.633,8.609
3426.0,0.266,2.55,86.634,2.28,6.663,8.625
3426.1,0.264,2.553,84.179,2.336,6.748,8.625
3426.2,0.262,2.553,86.452,2.341,6.828,8.625
3426.3,0.26,2.55,86.043,2.324,6.828,8.625
3426.4,0.257,2.547,86.917,2.345,6.736,8.625
3426.5,0.254,2.547,89.934,2.368,6.629,8.625
3426.6,0.254,2.548,88.908,2.435,6.583,8.625
3426.7,0.259,2.55,90.505,2.467,6.603,8.625
3426.8,0.265,2.553,89.762,2.539,6.638,8.625
3426.9,0.268,2.556,88.107,2.582,6.647,8.625
3427.0,0.266,2.561,89.142,2.693,6.631,8.625
3427.1,0.26,2.567,91.034,2.83,6.61,8.625
3427.2,0.256,2.574,92.619,2.877,6.592,8.625
3427.3,0.255,2.58,94.237,2.863,6.587,8.625
3427.4,0.26,2.583,95.157,2.732,6.59,8.625
3427.5,0.27,2.582,97.201,2.458,6.6,8.625
3427.6,0.278,2.579,97.669,2.316,6.606,8.578
3427.7,0.28,2.573,100.588,2.159,6.592,8.609
3427.8,0.282,2.566,99.506,2.165,6.552,8.625
3427.9,0.284,2.558,102.002,2.151,6.499,8.625
3428.0,0.289,2.554,104.076,2.162,6.457,8.625
3428.1,0.294,2.558,103.971,2.115,6.455,8.625
3428.2,0.296,2.567,103.08,2.135,6.475,8.625
3428.3,0.294,2.57,103.606,2.109,6.493,8.625
3428.4,0.293,2.564,103.653,2.081,6.486,8.625
3428.5,0.295,2.55,105.385,2.073,6.447,8.625
3428.6,0.3,2.535,100.333,2.114,6.382,8.625
3428.7,0.305,2.527,95.054,2.152,6.321,8.625
3428.8,0.307,2.527,94.178,2.19,6.3,8.625
3428.9,0.308,2.527,93.295,2.228,6.279,8.625
3429.0,0.306,2.527,89.502,2.204,6.294,8.625
3429.1,0.3,2.527,88.214,2.229,6.319,8.625
3429.2,0.293,2.525,87.288,2.163,6.336,8.625
3429.3,0.29,2.522,89.526,2.15,6.329,8.625
3429.4,0.288,2.521,91.126,2.152,6.303,8.625
3429.5,0.285,2.52,90.547,2.145,6.272,8.625
3429.6,0.281,2.52,90.7,2.153,6.26,8.625
3429.7,0.277,2.522,86.861,2.139,6.284,8.625
3429.8,0.276,2.523,86.679,2.129,6.336,8.625
3429.9,0.278,2.523,88.139,2.083,6.398,8.625
3430.0,0.281,2.521,91.576,2.111,6.455,8.625
3430.1,0.284,2.521,93.444,2.084,6.498,8.625
3430.2,0.286,2.52,94.558,2.115,6.508,8.625
3430.3,0.288,2.519,93.334,2.092,6.475,8.625
3430.4,0.29,2.517,91.904,2.119,6.422,8.625
3430.5,0.292,2.516,93.702,2.102,6.374,8.625
3430.6,0.295,2.518,93.291,2.018,6.357,8.625
3430.7,0.295,2.521,94.844,1.926,6.386,8.625
3430.8,0.294,2.523,96.971,1.88,6.445,8.625
3430.9,0.296,2.524,97.326,1.988,6.503,8.625
3431.0,0.299,2.521,97.384,1.998,6.517,8.625
3431.1,0.302,2.518,96.521,2.045,6.476,8.625
3431.2,0.304,2.515,96.343,2.001,6.407,8.625
3431.3,0.308,2.514,97.448,2.045,6.356,8.625
3431.4,0.31,2.513,98.334,1.975,6.348,8.578
3431.5,0.312,2.512,98.82,2.025,6.372,8.578
3431.6,0.309,2.511,100.96,2.046,6.404,8.625
3431.7,0.306,2.511,100.342,2.122,6.409,8.625
3431.8,0.301,2.508,103.21,2.215,6.358,8.625
3431.9,0.294,2.504,105.254,2.269,6.255,8.625
3432.0,0.289,2.5,104.458,2.315,6.139,8.625
3432.1,0.287,2.498,105.6,2.311,6.062,8.625
3432.2,0.29,2.498,104.314,2.299,6.044,8.625
3432.3,0.294,2.503,106.276,2.24,6.077,8.625
3432.4,0.298,2.51,105.091,2.228,6.161,8.625
3432.5,0.299,2.52,103.132,2.135,6.313,8.625
3432.6,0.3,2.531,102.308,2.112,6.542,8.625
3432.7,0.301,2.544,107.201,2.099,6.812,8.625
3432.8,0.302,2.557,106.466,2.055,7.035,8.625
3432.9,0.302,2.567,104.323,2.047,7.133,8.625
3433.0,0.303,2.572,103.582,1.972,7.088,8.625
3433.1,0.303,2.571,99.832,1.892,6.961,8.625
3433.2,0.302,2.565,96.866,1.882,6.848,8.672
